"Fecha","Hora","Pais","Entidad","Municipio","Localidad","Nacionalidad","Estatura","Complexion","Sexo","Edad","Señas","Etnia","Discapacidad","Dependencia"
01/01/2008,12:00:00,MEXICO,OAXACA,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - OAXACA
01/01/2008,12:00:00,MEXICO,OAXACA,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - OAXACA
01/01/2008,12:00:00,MEXICO,OAXACA,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - OAXACA
01/01/2008,12:00:00,MEXICO,MICHOACAN,MARAVATIO,NO ESPECIFICADO,MEXICANA,1.6,No Especificado,MUJER,26,USA PERFORACIONES CORPORALES NO ESPECIFICADOS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - MICHOACAN
01/01/2008,12:00:00,MEXICO,MICHOACAN,URUAPAN,NO ESPECIFICADO,MEXICANA,1.55,Robusta,MUJER,21,LUNAR ARRIBA DEL LABIO SUPERIOR EN UN LADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - MICHOACAN
01/01/2009,12:00:00,MEXICO,DURANGO,DURANGO,DURANGO,MEXICANA,1.65,No Especificado,MUJER,17,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - DURANGO
01/01/2009,10:00:00,MEXICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TLAJOMULCO DE ZUÑIGA,MEXICANA,1.6,Delgada,MUJER,19,BL,NO ESPECIFICADO,NINGUNO,FGE - JALISCO
01/01/2010,12:00:00,MEXICO,COLIMA,TECOMAN,TECOMAN,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,38,"TATUAJES, UNO EN UN BRAZO, OTRO A LA ALTURA DE LAS SENTADERAS, POR LA PARTE DE LA RABADULLA EN FORMA DE FLORES, CICATRICES EN EL ABDOMEN POR TRES PARTOS QUE TUVO.",NO ESPECIFICADO,NINGUNO,PGJ - COLIMA
01/01/2010,12:00:00,MEXICO,CHIHUAHUA,JUAREZ,JUAREZ,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - CHIHUAHUA
01/01/2010,12:00:00,MEXICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,19,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - AGUASCALIENTES
01/01/2010,12:00:00,MEXICO,NUEVO LEON,MONTERREY,MONTERREY,MEXICANA,1.6,Mediana,MUJER,22,"CON FLEXION REGULAR DE 1:60 DE ALTURA DE TEZ A PERLADO, PELO LACIO DE COLOR DORADO, VESTIA UN PANTS BRILLOSO DE COLOR CAFE, BLUSA DE MANGA LARGA COLOR CAFE, ZAPATOS TIPO TENIS DE COLOR AMARILLO Y CAFE, TENIA COMO SEÑA PARTICULAR DOS TATUAJES UNO A LA ALTURA DEL TRONCO DE LA CINTURA EN LA ESPALDA QUE DICE “COINA” Y UNO M AS A LA ALTURA DEL HOMBRO EN LA PARTE DE ATR AS QUE DICE “ROMINA”",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/01/2011,12:00:00,MEXICO,DISTRITO FEDERAL,VENUSTIANO CARRANZA,D.F.,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,13,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
01/01/2011,12:00:00,MEXICO,TAMAULIPAS,EL MANTE,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/01/2011,12:00:00,MEXICO,TAMAULIPAS,REYNOSA,REYNOSA,NO ESPECIFICADO,1.6,Robusta,MUJER,36,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/01/2011,12:00:00,MEXICO,COAHUILA DE ZARAGOZA,SALTILLO,SURESTE,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
01/01/2011,12:01:31,MEXICO,ESTADO DE MEXICO,TOLUCA,TOLUCA,MEXICANA,160,Robusta,MUJER,24,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/01/2012,12:00:00,MEXICO,JALISCO,LA BARCA,LA BARCA,MEXICANA,1.62,No Especificado,MUJER,25,UN LUNAR EN EL PECHO IZQUIERDO QUE LE ABARCA HASTA LA ESPALDA,NO ESPECIFICADO,NINGUNO,FGE - JALISCO
01/01/2012,12:00:00,MEXICO,SINALOA,CHOIX,BAJOSORI,MEXICANA,1.68,Mediana,MUJER,22,LUNAR COMO MANCHA GRANDE,NO ESPECIFICADO,NINGUNO,PGJ - SINALOA
01/01/2013,12:00:00,MEXICO,TAMAULIPAS,REYNOSA,REYNOSA,MEXICANA,1.55,Mediana,MUJER,15,"TEZ MORENA, DE COMPLEXION MEDIA, DE 1.55 DE ESTATURA APROXIMADAMENTE, CABELLO LACIO DE COLOR NEGRO Y DE TAMAÑO MEDIO, OJOS OVALADOS DE COLOR DE CAFE CLARO, NARIZ RECTA, BOCA GRANDE, LABIOS MEDIANOS, CEJAS ESCASAS",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/01/2013,12:00:00,MEXICO,MICHOACAN,APATZINGAN,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - MICHOACAN
01/01/2013,10:00:00,MEXICO,JALISCO,TLAQUEPAQUE,TLAQUEPAQUE,MEXICANA,1.52,Robusta,MUJER,37,"MANCHA DE PAÑO EN LAS DOS CARAS, CON EL MENTON PARTIDO.",NO ESPECIFICADO,NO ESPECIFICADO,FGE - JALISCO
01/01/2013,02:00:00,MEXICO,JALISCO,CIHUATLAN,CIHUATLAN,MEXICANA,1.55,Mediana,MUJER,23,NO SSE CUENTA CON SEÑA PARTICULAR,NO ESPECIFICADO,NINGUNO,FGE - JALISCO
01/01/2013,12:00:00,MEXICO,QUINTANA ROO,BENITO JUAREZ,CANCUN,MEXICANA,1.67,Robusta,MUJER,30,"TRES CES AREAS EN ABDOMEN DE FORMA VERTICAL QUELOIDE COLOR ROJIZO , EN CEJA DERECHA DE MENOS DE UN CENTIMETRO, LUNARES EN EL CUELLO EN PARTE MEDIA COLOR CAFE, ESTRIAS EN ABDOMEN HACIA CADERA POR EMBARAZO Y VENAS VARICOSAS EN AMBAS PIERNAS.",NO ESPECIFICADO,NO ESPECIFICADO,FGE - VERACRUZ
01/01/2013,03:00:00,MEXICO,SONORA,SAN LUIS RIO COLORADO,SAN LUIS RIO COLORADO,MEXICANA,1,No Especificado,MUJER,39,LUNAR OBSCURO EN EL ESTOMAGO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
01/01/2013,12:00:00,MEXICO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,MEXICANA,1.7,Robusta,MUJER,74,SIN DATO,NO ESPECIFICADO,NINGUNO,FGE - CHIHUAHUA
01/01/2014,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,1.7,Delgada,MUJER,20,"PERCING EN EL OBLIGO, NO TIENE UNA UÑA EN EL DEDO GORDO DEL PIE DERECHO",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/01/2014,12:00:00,MEXICO,QUERETARO,QUERETARO,QUERETARO,MEXICANA,1.5,Delgada,MUJER,36,TIENE UN TATUAJE EN LA PIERNA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - QUERETARO
01/01/2014,12:00:00,MEXICO,ZACATECAS,FRESNILLO,FRESNILLO,MEXICANA,1.65,Delgada,MUJER,22,TIENE UN LUNAR BAJO DEL LABIO INFERIOR,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ZACATECAS
01/01/2014,05:00:00,MEXICO,SONORA,NOGALES,NOGALES,MEXICANA,1,No Especificado,MUJER,28,CIATRIZ EN LA RODILLA DERECHA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
01/01/2014,01:00:00,MEXICO,BAJA CALIFORNIA,TIJUANA,TIJUANA,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - BAJA CALIFORNIA
01/01/2015,02:00:00,MEXICO,PUEBLA,PUEBLA,PUEBLA,MEXICANA,1.59,Mediana,MUJER,13,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
01/01/2015,02:30:00,MEXICO,SONORA,HERMOSILLO,HERMOSILLO,MEXICANA,164,Delgada,MUJER,25,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
01/01/2015,12:00:00,MEXICO,ESTADO DE MEXICO,CHALCO,CHALCO,MEXICANA,148,Delgada,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/01/2015,06:40:00,MEXICO,GUANAJUATO,CORTAZAR,NO ESPECIFICADO,NO ESPECIFICADO,1.6,No Especificado,MUJER,22,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
01/01/2015,05:00:00,MEXICO,TABASCO,COMALCALCO,VILLA CHICHICAPA,MEXICANA,NO ESPECIFICADO,Obesa,MUJER,21,CICATRIZ ANTIGUA EN LA PARTE ABDOMINAL POR QUEMADURA,NO ESPECIFICADO,NO ESPECIFICADO,FGE - TABASCO
01/02/2009,09:50:00,MEXICO,OAXACA,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,1.58,Delgada,MUJER,20,TATUAJES,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - OAXACA
01/02/2011,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,NO ESPECIFICADO,NO ESPECIFICADO,No Especificado,MUJER,29,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/02/2011,12:00:00,MEXICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - AGUASCALIENTES
01/02/2011,12:00:00,MEXICO,TAMAULIPAS,NUEVO LAREDO,NUEVO LAREDO,MEXICANA,1.6,Mediana,MUJER,24,"UNA CICATRIZ POR QUEMADURA, EN LA MANO DERECHA,",NO ESPECIFICADO,NINGUNO,PGJ - TAMAULIPAS
01/02/2012,10:00:00,MEXICO,GUANAJUATO,SALAMANCA,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
01/02/2013,12:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,31,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/02/2013,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,1.7,Delgada,MUJER,46,SEÑA PARTICULAR UNA CICATRIZ A LA ALTURA DE LA ESPINILLA DE UNA DE SUS PIERNAS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/02/2014,12:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,1.6,Mediana,MUJER,19,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
01/02/2014,11:09:09,MEXICO,ESTADO DE MEXICO,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/02/2014,10:18:20,MEXICO,ESTADO DE MEXICO,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,43,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/02/2014,12:00:00,MEXICO,TABASCO,CUNDUACAN,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - TABASCO
01/02/2014,12:00:00,MEXICO,CAMPECHE,CALAKMUL,XPUJIL,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,13,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,FGE - CAMPECHE
01/02/2014,06:00:00,MEXICO,VERACRUZ,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,1.6,Robusta,MUJER,42,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - VERACRUZ
01/02/2014,09:00:00,MEXICO,COAHUILA DE ZARAGOZA,SALTILLO,DELEGACION SURESTE,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,14,LUNAR EN LA PLANTA DEL PIE DERECHO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
01/02/2014,10:00:00,MEXICO,SONORA,GUAYMAS,GUAYMAS,MEXICANA,1,No Especificado,MUJER,16,NINGUNA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
01/02/2014,10:00:00,MEXICO,SONORA,GUAYMAS,GUAYMAS,MEXICANA,1,No Especificado,MUJER,75,NINGUNA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
01/02/2015,10:00:00,MEXICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,MEXICANA,160,Robusta,MUJER,16,TIENE UN LUNAR REDONDO PEQUEÑO EN LA MEJILLA DERECHA.,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - AGUASCALIENTES
01/02/2015,12:00:00,MEXICO,QUERETARO,EL MARQUES,EL MARQUES,MEXICANA,1.6,Delgada,MUJER,17,CICATRIZ EN LA FRENTE DEL LADO DERECHO Y EN EL ABDOMEN POR OPERACION DE APENDICE.,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - QUERETARO
01/02/2015,12:00:00,MEXICO,GUANAJUATO,LEON,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
01/02/2015,09:30:00,MEXICO,TABASCO,EMILIANO ZAPATA,LUIS DONALDO COLOSIO II,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,17,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - TABASCO
01/02/2015,12:00:00,MEXICO,ESTADO DE MEXICO,CHICOLOAPAN,CHICOLOAPAN,MEXICANA,165,Mediana,MUJER,14,SIN DATO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/02/2015,12:00:00,MEXICO,ESTADO DE MEXICO,CHIMALHUACAN,CHIMALHUACAN,MEXICANA,168,Mediana,MUJER,17,SIN DATO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/02/2015,12:00:00,MEXICO,ESTADO DE MEXICO,VALLE DE CHALCO SOLIDARIDAD,MEXICO,MEXICANA,160,Robusta,MUJER,14,SIN DATO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/03/2005,08:00:00,MEXICO,NUEVO LEON,GUADALUPE,GUADALUPE,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,13,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - NUEVO LEON
01/03/2007,05:00:47,MEXICO,ESTADO DE MEXICO,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,MEXICANA,155,Robusta,MUJER,30,"TATUAJES, MUÑECA DERECHALETRA B",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
01/03/2007,10:00:00,MEXICO,GUANAJUATO,LEON,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
01/03/2007,12:00:00,MEXICO,GUANAJUATO,GUANAJUATO,NO ESPECIFICADO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,17,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
01/03/2007,01:00:00,MEXICO,COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,PIEDRAS NEGRAS,MEXICANA,1.5,Delgada,MUJER,18,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
01/03/2007,12:30:00,MEXICO,COAHUILA DE ZARAGOZA,ACUÑA,NO ESPECIFICADO,MEXICANA,1.65,Robusta,MUJER,54,OJOS TATUADOS LINEA SUPERIOR E INFERIOR,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
01/03/2008,12:00:00,MEXICO,COAHUILA DE ZARAGOZA,TORREON,LAGUNA I,MEXICANA,1.6,Delgada,MUJER,17,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
01/03/2008,11:00:00,MEXICO,TAMAULIPAS,NUEVO LAREDO,NUEVO LAREDO,MEXICANA,1.6,Delgada,MUJER,51,"CICATRIZ DE CIRUGIA EN PIE DERECHO CON SEIS CLAVOS Y PLATINO, CICATRIZ EN MANO DERECHA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
